Age (MAL1B/1C from Ivory et al 2016)age (kyr),Charcoal (abundance normalized by sedimentation rate),Lake Level (PC1 5pt Smooth)
1054.247,0,0.17194
1054.818,0.369826705,0.10608
1054.902,0,0.103
1055.469,0.729283898,0.10044
1056.037,0,0.10186
1056.598,0,0.0895
1057.159,0,0.15338
1057.713,0,0.11286
1058.361,0.179074831,0.12928
1059.267,0,0.13766
1059.739,0,0.15346
1060.205,0.201499597,0.06574
1060.671,0,0.06536
1061.13,0,0.01182
1061.59,0,0.00274
1061.946,0.177239269,-0.02916
1062.34,0,-0.02318
1062.791,4.420130443,-0.03826
1063.224,0.412375916,0.07082
1063.666,0.606672302,0.05966
1064.108,0.405655114,0.06528
1064.542,0.560997091,0.06848
1064.978,0,0.06004
1067.77,1.431586005,0.05
1068.268,1.302716479,0.0512
1068.34,0.554563728,0.16074
1068.949,0,0.1531
1069.355,0,0.16852
1069.754,0.282446921,0.07292
1070.148,0,0.05568
1070.543,13.81219465,-0.07224
1070.931,27.99350579,-0.0766
1071.317,7.269635599,-0.1035
1071.679,1.115926557,-0.00416
1072.012,6.383697568,0.01146
1072.389,1.924944731,0.01772
1072.767,0,0.01698
1073.138,3.174751054,0.01798
1073.507,7.451231,-0.08128
1073.876,4.665205525,-0.09186
1074.238,6.10849909,-0.09442
1074.466,2.883819866,-0.00426
1074.734,9.518442992,0.05554
1075.093,10.64278997,0.15056
1075.447,1.496310845,0.26804
1075.801,91.70302764,0.26912
1076.149,4.022933688,0.18442
1076.174,8.712681035,0.1248
1076.498,27.26421953,0.02994
1076.616,7.681606594,-0.03644
1076.994,0.872146147,-0.03504
1077.455,1.454704989,-0.03698
1077.914,3.204573836,0.04738
1078.365,2.171926553,0.0465
1078.637,3.114176627,-0.02242
1078.998,5.733112742,-0.02194
1079.469,103.1779478,0.06154
1079.877,1.853135113,-0.0168
1080.309,0.640658532,-0.01556
1080.739,12.97698238,-0.00774
1081.162,4.971516706,-0.02278
1081.58,9.634698481,-0.1052
1081.958,32.77157948,-0.1197
1082.16,16.91200381,-0.12182
1082.186,78.78983469,-0.1191
1082.592,24.62532158,-0.1096
1082.997,28.16785621,-0.12054
1083.398,23.87941199,-0.11892
1083.792,23.84623245,-0.12096
1084.185,108.8352745,-0.11994
1084.574,30.40144235,-0.11392
1084.958,64.53160681,-0.11086
1085.34,4.21161841,-0.1059
1085.45,51.46206475,-0.02184
1085.825,11.66944904,-0.0153
1086.199,0,-0.00046
1086.569,8.988650625,0.1734
1086.934,0.248297833,0.16912
1087.297,2.713922259,0.18766
1087.658,32.91305263,0.19498
1088.013,14.51096546,0.2631
1088.301,2.070895898,0.09362
1088.394,11.62072265,0.09108
1088.616,79.8109183,-0.02028
1088.909,338.0756967,-0.04964
1089.202,22.3110468,-0.14944
1089.49,153.6797217,-0.1758
1089.779,38.07062471,-0.19152
1090.063,212.4351219,-0.19718
1090.138,136.2522318,-0.1909
1090.422,20.74430288,-0.18834
1090.702,142.3847748,-0.16312
1090.982,31.59216371,-0.14376
1091.258,17.66623901,-0.13044
1091.535,45.17098365,-0.11108
1091.807,45.45607654,-0.0888
1092.082,24.22921016,-0.05898
1092.495,3.582834693,0.0128
1093.128,95.23990859,0.01534
1093.431,354.4888966,0.01924
1093.511,16.4508259,0.00446
1093.632,4.55738516,0.05758
1093.662,66.58650063,0.06762
1093.79,33.35352808,0.16526
1094.032,69.24963761,0.20802
1094.29,44.33677445,0.25918
1094.546,37.08937476,0.22826
1094.8,70.99066971,0.14466
1095.051,49.70286374,0.03688
1095.303,7.50153473,0.05638
1095.554,35.36690156,0.07456
1095.803,44.42790448,0.06164
1096.049,29.30533482,0.15568
1096.127,45.09553419,0.24718
1096.374,29.46023608,0.26728
1096.611,38.08797555,0.307
1096.854,33.44433592,0.35304
1097.097,16.14638404,0.30084
1097.302,25.09549423,0.20678
1097.437,358.425175,0.19344
1097.639,80.56027013,0.11582
1097.879,25.7956171,0.10406
1098.118,9.579308232,0.0745
1098.158,28.46017477,0.16554
1098.398,10.87827551,0.08224
1098.424,42.27128452,0.11498
1098.604,5.136825129,0.11448
1098.917,120.7700693,0.17372
1099.137,34.72093447,0.17768
1099.356,45.94212741,0.25792
1099.575,28.33736896,0.21546
1099.794,20.79566213,0.22024
1100.012,16.31800761,0.17436
1100.23,42.0020724,0.1295
1100.447,19.85254,0.11094
1100.664,68.15313272,0.15236
1100.762,16.30988944,0.13456
1100.951,113.9625334,0.18204
1101.167,90.64733476,0.23458
1101.381,51.60275684,0.2176
1101.576,30.17204949,0.21368
1101.75,29.7051628,0.19898
1101.858,55.2183183,0.13164
1102.072,40.47522865,0.09106
1102.284,27.42293094,0.05802
1102.613,30.12044367,0.05376
1102.846,4.083153623,0.08038
1102.863,20.23796069,0.07896
1103.117,81.77014648,0.03258
1103.379,22.70427697,0.02776
1103.658,11.17389916,-0.03458
1103.937,23.97202746,-0.1197
1104.216,21.14586755,-0.12108
1104.495,12.70152964,-0.13008
1104.82,14.89440791,-0.15648
1105.099,21.37295074,-0.15126
1105.378,396.3032913,-0.13762
1105.658,4.962529402,-0.06192
1105.938,24.64771034,0.00728
1106.096,56.8964831,0.09508
1107.345,63.17772204,0.09734
1107.487,34.8319962,0.1764
1107.647,7.203488369,0.19898
1107.862,44.0656879,0.21794
1108.038,87.84225039,0.24288
1108.184,35.63081746,0.2363
1108.37,88.8840287,0.1502
1108.557,8.671309612,0.04144
1108.743,32.26089162,-0.05748
1108.931,17.93585797,-0.1681
1109.116,5.497433124,-0.17084
1109.305,9.279111526,-0.17788
1109.493,3.933952015,-0.1765
1109.682,4.914276031,-0.165
1109.872,11.94348164,-0.15278
1109.958,12.68813895,-0.14786
1110.148,11.29637755,-0.13106
1110.34,18.54436451,-0.12068
1110.531,9.513527812,-0.03486
1110.723,24.75478893,0.04664
1110.916,31.54264055,0.0522
1111.108,25.32870689,0.12516
1111.302,46.70904791,0.1611
1111.497,30.78193121,0.1621
1111.77,249.0607865,0.25766
1114.23,11.20641581,0.3258
1114.505,15.08683298,0.35376
1114.781,29.20472091,0.41346
1115.06,13.78988875,0.41048
1115.34,5.933661903,0.29176
1115.623,8.935671415,0.30514
1115.907,191.3318616,0.211
1116.193,14.89014682,0.1612
1116.48,2.214952064,0.09492
1116.738,20.1159666,0.04536
1116.816,4.403007634,-0.03124
1117.394,24.58003193,-0.0458
1117.715,3.219869813,-0.0881
1118.038,3.448290708,-0.0992
1118.695,31.240219,-0.10066
1119.027,38.25593201,-0.11024
1119.266,57.66854405,-0.10668
1119.603,103.0592435,-0.10844
1119.943,41.60056141,-0.1113
1120.284,26.09895225,-0.13162
1120.619,116.2718068,-0.12354
1120.954,391.300237,-0.12238
1121.285,17.12475152,-0.12412
1121.613,15.76038463,-0.11804
1121.936,36.9905115,-0.09556
1122.23,122.0915786,-0.09906
1122.326,23.56688147,-0.09834
1122.556,67.96461368,-0.10462
1122.86,11.59218835,-0.03938
1123.161,318.5402954,-0.05144
1123.459,51.84743992,0.0227
1123.755,118.9189321,0.13954
1124.049,23.09164627,0.19326
1124.34,32.01369889,0.16782
1124.629,408.9568626,0.25412
1124.868,271.8540565,0.22046
1125.152,21.62100219,0.15688
1125.434,7.590268042,0.17066
1125.714,86.50067546,0.1285
1125.992,77.68129817,0.04886
1126.268,10.8213598,0.00206
1126.542,40.66398723,-0.07058
1126.814,48.56152891,-0.14812
1127.24,214.360398,-0.17084
1127.477,78.47616708,-0.1897
1127.729,429.3260369,-0.2039
1127.98,84.96218497,-0.19492
1128.227,207.7478772,-0.1211
1128.475,36.63464188,-0.10622
1128.719,107.9826431,-0.04858
1128.964,56.36642423,0.04464
1129.426,580.3663851,0.15624
1129.665,52.09005972,0.20536
1129.904,7.491112475,0.29508
1130.12,8.714532956,0.32892
1130.326,13.36085685,0.34744
1130.562,25.38822778,0.32474
1130.797,31.2595702,0.28864
1131.015,16.1129143,0.2782
1131.246,19.52171193,0.24378
1131.478,18.61090495,0.16066
1131.618,28.29125049,0.0793
1133.341,3.980951283,0.00034
1133.524,9.10377052,-0.08646
1133.719,71.65723352,-0.145
1133.913,30.47666756,-0.16674
1134.107,91.69663395,-0.18172
1134.3,189.5178729,-0.18482
1134.492,94.97840598,-0.16734
1134.673,73.60760491,-0.07562
1134.908,210.2219837,0.016
1134.942,19.36809304,0.10722
1135.103,12.59883138,0.19888
1135.287,74.05767253,0.31828
1135.471,67.15081425,0.25126
1135.666,20.83604756,0.16514
1136.031,22.30074845,0.08906
1136.214,87.15783557,0.04774
1136.397,59.60384541,-0.03784
1136.491,180.7620045,-0.03742
1136.663,75.37737671,0.0453
1136.796,31.16331772,0.04508
1136.942,7.330973405,0.01034
1137.095,89.43123504,-0.02944
1137.278,4.366213494,-0.00148
1137.407,53.64463653,-0.07944
1137.59,48.83231135,-0.07648
1137.613,23.41788597,-0.08332
1137.79,9.45656718,0.04902
1137.962,54.86736493,0.13146
1138.135,2.421475657,0.231
1138.319,9.748160027,0.36942
1138.501,26.79601552,0.4163
1138.686,7.077254273,0.32298
1138.935,716.1282371,0.21522
1138.984,2.634886704,0.12504
1139.212,6.853139765,-0.01636
1139.472,7.759272482,0.0197
1139.734,17.3931959,0.0146
1139.996,15.62322854,-0.0017
1140.259,6.510122219,-0.01924
1140.523,111.5016539,-0.03274
1140.788,18.12890206,-0.12558
1141.182,40.98053325,-0.16956
1141.416,59.06651398,-0.17208
1141.685,41.29444768,-0.16884
1141.955,64.55497169,-0.16312
1142.226,31.0409375,-0.1555
1142.499,32.44016196,-0.03864
1142.773,2.163550424,0.00768
1147.952,4.53073202,0.03186
1148.112,2.860767633,0.08064
1149.003,0.840639535,0.18244
1153.235,1.179960557,0.16252
1153.559,0,0.13312
1153.884,2.181491575,0.10644
1154.215,4.806372617,0.0512
1154.546,50.33398007,-0.06928
1154.883,60.02896728,-0.17118
1155.23,624.5790346,-0.18764
1155.571,110.5944706,-0.1895
1155.917,34.37708627,-0.1916
1156.265,47.92887746,-0.18328
1156.618,73.80997251,-0.17534
1156.972,120.5258765,-0.15486
1157.33,63.10063936,-0.14694
1157.711,24.98991725,-0.13776
1157.732,15.62867401,-0.11996
1158.079,22.41751033,-0.11244
1158.429,14.52446687,-0.11736
1158.779,22.98110353,-0.09984
1159.136,8.308453928,-0.09024
1159.496,2.507753697,-0.04304
1159.857,6.738864164,-0.00508
1160.223,7.799209803,0.00342
1160.593,6.359282904,0.05502
1160.967,0.622327832,0.1482
1161.018,1.666092304,0.1931
1161.395,3.883424827,0.23408
1161.774,6.368663021,0.3104
1162.159,7.110006642,0.32638
1162.547,7.001947147,0.31712
1162.936,1.023695362,0.30532
1163.332,5.753880791,0.2715
1163.732,2.959407369,0.22058
1164.133,4.119192949,0.1953
1164.54,39.74077765,0.15394
1164.745,6.45966028,0.09642
1164.773,3.957589607,0.0502
1165.242,36.44513212,0.08972
1166.19,10.63772254,0.10928
1166.672,3.593932417,0.15076
1167.162,8.868045923,0.16914
1167.654,4.686377975,0.21
1168.151,6.95511156,0.18614
1168.654,2.911736563,0.17374
1168.768,3.760633105,0.1833
1169.28,6.133569823,0.21354
1169.795,4.293393652,0.23426
1170.316,8.42858652,0.25922
1170.842,7.238675735,0.27242
1171.374,7.518198092,0.24232
1171.915,1.314617162,0.23956
1172.458,3.204604103,0.26106
1172.989,6.61322679,0.28702
1173.142,0.950708448,0.21808
1173.267,12.15856525,0.16026
1173.647,1.532210974,0.10736
1174.157,1.199254052,0.02064
1174.667,0.465106359,-0.07126
1175.187,12.30396174,-0.00834
1175.711,0.868859392,0.00146
1176.241,0.413479966,-0.00468
1176.771,0.839921904,0.0066
1177.311,0.795559312,-0.00402
1179.931,0.383033734,-0.0699
1180.501,0.556063031,-0.08048
1181.076,3.208073276,-0.08592
1181.653,0.170011065,-0.0877
1182.239,0.32633291,-0.08032
1182.831,0.855232615,-0.07278
1183.192,0.239880258,-0.07344
1183.736,0,-0.07004
1184.284,0.346284604,-0.0635
1184.842,0,-0.0678
1185.399,0,-0.01336
1185.962,0.154392546,0.06222
1186.533,0.151447671,0.17208
1187.361,0,0.24052
1187.44,0.294763365,0.29316
1188.524,0.30816295,0.27418
1189.117,0,0.3432
1189.711,0.99047954,0.36088
1190.31,0,0.4082
1190.925,0,0.49434
1191.682,0,0.57454
1192.295,0,0.54842
1193.602,0,0.51148
1194.243,0,0.45948
1194.892,0,0.41
1195.22,0,0.36994
1195.302,0,0.33358
1195.965,0,0.3246
1196.704,0,0.35864
1197.094,0,0.37852
1198.341,0,0.42068
1199.014,0.238501718,0.42148
1199.125,0.017117117,0.35522
1201.172,0,0.26366
1202.627,9.832267484,0.17498
1203.354,0,0.06486
1204.092,0,-0.00928
1204.835,0,-0.01168
1205.682,0,-0.00902
1206.34,0,-0.01078
1207.095,0,0.0548
1207.861,0,0.14764
1208.624,0,0.24514
1209.39,0.40377643,0.27376
1210.372,0,0.30872
1211.402,0,0.28112
1212.437,0,0.22368
1213.605,0,0.15486
1214.516,0,0.1865
1215.559,0,0.26202
1215.852,0,0.2959
1216.897,0.104598846,0.34672
1217.942,0,0.37642
1219.118,0,0.31272
